TimeOfDay,Price,10minStDev,10minAverage,Bollinger,Volume
14:36:57,534.8,0.24816319973754863,534.7536363636364,--,24566176.0
14:37:57,534.85,0.21602741429392577,534.7709090909092,--,24590830.0
14:38:57,534.82,0.1732970159799665,534.7763636363636,--,24626087.0
14:39:57,534.9,0.1356817662693636,534.7854545454545,--,24651659.0
14:40:57,535.04,0.13540350694117362,534.8127272727271,--,24712373.0
14:41:57,534.99,0.1362225165107272,534.8363636363636,--,24781158.0
14:42:57,534.99,0.12728482823228832,534.8509090909091,--,24816443.0
14:43:57,535.21,0.1563677204925143,534.8945454545454,--,24873384.0
14:44:57,535.33,0.19112168406993252,534.9427272727272,--,24925732.0
14:45:57,535.35,0.21358888165855763,535.0136363636365,--,25019704.0
14:46:57,535.28,0.2201544775594968,535.050909090909,--,25101520.0
14:47:57,535.4,0.2369801241955307,535.1054545454544,--,25145698.0
14:48:57,535.37,0.24470899935465973,535.1527272727272,--,25173712.0
14:49:57,535.24,0.24480293060127786,535.190909090909,--,25198191.0
14:50:57,535.1,0.2445763291211173,535.209090909091,--,25238283.0
14:51:57,534.97,0.24504220032457658,535.2027272727273,--,25298306.0
14:52:57,534.96,0.25126920498424893,535.2,--,25338812.0
14:53:57,535.22,0.24774490042676242,535.2209090909091,--,25386572.0
14:54:58,535.31,0.23002792761554983,535.23,--,25423106.0
14:55:57,535.19,0.19835802311562029,535.2172727272728,--,25447670.0
14:56:57,535.25,0.17093678340798868,535.2081818181819,--,25470973.0
14:57:57,535.23,0.1565612339788484,535.2036363636363,--,25502313.0
14:58:57,535.12,0.13012361919912974,535.1781818181818,--,25563136.0
14:59:57,535.09,0.11400996437135502,535.1527272727272,--,25613469.0
15:00:57,534.8,0.1472071581410573,535.1127272727273,--,25724250.0
15:01:57,534.87,0.1583069230745167,535.0918181818183,--,25767776.0
15:02:57,535.17,0.1430543181501526,535.1099999999999,--,26122532.0
15:03:58,535.25,0.12807069798141815,535.1363636363637,--,26158725.0
15:04:57,535.16,0.1283704139807133,535.1309090909091,--,26222964.0
15:05:57,535.01,0.12920609457777718,535.1036363636365,--,26290877.0
15:06:57,534.88,0.14177287896889793,535.0754545454546,--,26590626.0
15:07:57,534.79,0.15917542029239337,535.0336363636364,--,26644862.0
15:08:57,534.74,0.17582434373474154,534.9890909090909,--,26713796.0
15:09:57,534.69,0.1917078919939202,534.9499999999999,--,26759759.0
15:10:57,534.78,0.19550604741419278,534.9218181818183,--,26815630.0
15:11:58,534.71,0.1819385964895013,534.9136363636363,--,26876328.0
15:12:57,534.64,0.18556693240231126,534.8927272727273,--,26911333.0
15:13:57,534.04,0.29196605506515605,534.7900000000001,--,27050674.0
15:14:57,534.35,0.30940807742717363,534.7081818181819,--,27122242.0
15:15:57,534.46,0.31424913190747433,534.6445454545454,--,27177312.0
15:16:58,534.72,0.3144803591936637,534.6181818181817,--,27346482.0
15:17:57,534.5,0.3099368588904655,534.5836363636363,--,27386545.0
15:18:57,534.33,0.3078042007437506,534.5418181818181,--,27449418.0
15:19:58,534.17,0.313706783326943,534.4899999999999,--,27552157.0
15:20:57,534.09,0.3211159869656168,534.4354545454545,--,27591532.0
15:21:57,534.11,0.3280995066301457,534.3745454545456,--,27764080.0
15:22:57,534.15,0.3265277333261528,534.3236363636364,--,27840276.0
15:23:57,534.16,0.3195668791237931,534.2800000000001,--,27887928.0
15:24:57,534.32,0.225844770263659,534.3054545454546,--,27950041.0
15:25:57,534.11,0.20514292904543266,534.2836363636364,--,28003238.0
15:26:57,534.33,0.1982303375287311,534.2718181818183,--,28063022.0
15:27:57,534.55,0.2149214033474077,534.2563636363637,--,28128730.0
15:28:58,534.74,0.25484118004615547,534.2781818181819,--,28184010.0
15:29:57,534.75,0.27921283039671324,534.3163636363636,--,28256396.0
15:30:57,534.58,0.27075623842514135,534.3536363636363,--,28351050.0
15:31:57,534.77,0.27182246603772997,534.4154545454545,--,28421639.0
15:32:58,534.78,0.2755115452576436,534.4763636363635,--,28493050.0
15:33:58,534.75,0.2784411096447522,534.5309090909091,--,28607890.0
15:34:58,534.61,0.27632027171741674,534.5718181818181,--,28748081.0
15:35:57,534.58,0.2763247580308901,534.5954545454546,--,28838902.0
15:36:58,534.44,0.2770219703400597,534.6254545454545,--,28920495.0
15:37:57,534.38,0.28655758878532317,534.63,--,29005966.0
15:38:58,534.35,0.2837403125901183,534.6118181818182,--,29066402.0
15:39:58,534.37,0.2550682352982581,534.5781818181819,--,29140702.0
15:40:58,534.51,0.21945530548255934,534.5563636363636,--,29215843.0
15:41:58,534.35,0.21593766666053926,534.5354545454545,--,29421345.0
15:42:57,534.6,0.18916499661116679,534.52,--,29562892.0
15:43:58,534.55,0.1662457243706551,534.4990909090909,--,29670389.0
15:44:58,534.5,0.1527243211048836,534.4763636363635,--,29742151.0
15:45:58,534.26,0.16213660749226716,534.4445454545454,--,29880447.0
15:46:58,534.14,0.18063436925700208,534.4045454545455,--,30029735.0
15:47:58,534.3,0.17397850416026983,534.3918181818182,--,30139332.0
15:48:57,534.18,0.16731808583724297,534.3736363636364,--,30248265.0
15:49:58,534.08,0.168363761312301,534.349090909091,--,30404073.0
15:50:58,534.3,0.15675570680308834,534.3427272727273,--,30641818.0
15:51:58,534.25,0.1575147423723349,534.319090909091,--,30806632.0
15:52:58,533.95,0.17818118569631727,534.2827272727272,--,31004465.0
15:53:58,533.88,0.20373484926594723,534.2172727272728,--,31369847.0
15:54:58,534.19,0.20316245031289412,534.1845454545455,--,31612437.0
15:55:57,534.31,0.20754784554250802,534.1672727272728,--,32922431.0
15:56:58,534.17,0.1999770835856849,534.159090909091,--,33180274.0
15:57:58,534.25,0.18499659874632718,534.169090909091,--,33467472.0
15:58:58,534.2,0.1833106103442037,534.16,--,33860310.0
15:59:58,533.96,0.18204283641496366,534.14,--,35048554.0
